"","transect","year","site","Source","plot","treat","Jday","visit","plant","tbo","Ln1","Ln2","Ln3","Fr1","Flwr1","B1","Fr2","Flwr2","B2","failF","final.fate","DEm.est","DEm.estplotav","D1stFlw.ob","D1stFlw.est","D1stSp.ob","day.perLnplotav","subplotID","plotID"
"14021","NK",2012,"HE","F",27,"TR",183,1,4.5,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14022","NK",2012,"HE","F",27,"TR",198,2,4.5,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14023","NK",2012,"HE","F",27,"TR",227,3,4.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14024","NK",2012,"HE","F",27,"TR",242,1,5.3,NA,12,">6",NA,4,2,NA,NA,NA,NA,NA,"new",NA,NA,242,239.5,242,5.48,"NK.HE.27.F","NK.HE.27"
"14025","NK",2012,"HE","F",27,"TR",255,2,5.3,NA,14,"5",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,242,239.5,242,5.48,"NK.HE.27.F","NK.HE.27"
"14026","NK",2012,"HE","F",27,"TR",183,1,5.4,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"new",174,172,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14027","NK",2012,"HE","F",27,"TR",198,2,5.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14028","NK",2012,"HE","F",27,"TR",217,3,5.4,NA,11,"2",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14029","NK",2012,"HE","F",27,"TR",227,4,5.4,NA,15,"17",NA,1,4,4,NA,NA,NA,NA,"",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14030","NK",2012,"HE","F",27,"TR",242,5,5.4,NA,13,"12",NA,8,0,NA,1,1,NA,NA,"",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14031","NK",2012,"HE","F",27,"TR",255,6,5.4,NA,14,"4",NA,4,0,NA,2,NA,NA,NA,"",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14032","NK",2012,"HE","F",27,"TR",261,7,5.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,227,225,227,5.48,"NK.HE.27.F","NK.HE.27"
"14033","NK",2012,"HE","F",27,"TR",183,1,5.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",179,178,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14034","NK",2012,"HE","F",27,"TR",198,2,5.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14035","NK",2012,"HE","F",27,"TR",217,3,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.F","NK.HE.27"
"14036","NK",2012,"HE","MT",27,"TR",183,1,2.1,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,227,227,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14037","NK",2012,"HE","MT",27,"TR",198,2,2.1,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,227,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14038","NK",2012,"HE","MT",27,"TR",227,3,2.1,NA,8,"",NA,NA,1,1,NA,NA,NA,NA,"",NA,NA,227,227,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14039","NK",2012,"HE","MT",27,"TR",242,4,2.1,1,6,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,227,227,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14040","NK",2012,"HE","MT",27,"TR",183,1,3.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14041","NK",2012,"HE","MT",27,"TR",198,2,3.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14042","NK",2012,"HE","MT",27,"TR",183,1,4.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14043","NK",2012,"HE","MT",27,"TR",198,2,4.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14044","NK",2012,"HE","MT",27,"TR",183,1,5.5,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14045","NK",2012,"HE","MT",27,"TR",198,2,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14046","NK",2012,"HE","MT",27,"TR",183,1,5.1,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14047","NK",2012,"HE","MT",27,"TR",198,2,5.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.48,"NK.HE.27.MT","NK.HE.27"
"14048","NK",2012,"HE","H",28,"OTC",183,1,1.1,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14049","NK",2012,"HE","H",28,"OTC",198,2,1.1,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14050","NK",2012,"HE","H",28,"OTC",217,3,1.1,1,1,"3",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14051","NK",2012,"HE","H",28,"OTC",227,4,1.1,1,2,">2",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14052","NK",2012,"HE","H",28,"OTC",242,5,1.1,1,1,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14053","NK",2012,"HE","H",28,"OTC",183,1,1.2,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14054","NK",2012,"HE","H",28,"OTC",198,2,1.2,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14055","NK",2012,"HE","H",28,"OTC",217,3,1.2,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14056","NK",2012,"HE","H",28,"OTC",227,4,1.2,1,8,"4",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14057","NK",2012,"HE","H",28,"OTC",198,1,1.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14058","NK",2012,"HE","H",28,"OTC",217,2,1.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14059","NK",2012,"HE","H",28,"OTC",183,1,2.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14060","NK",2012,"HE","H",28,"OTC",198,2,2.5,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14061","NK",2012,"HE","H",28,"OTC",217,3,2.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14062","NK",2012,"HE","H",28,"OTC",227,4,2.5,NA,11,"4",NA,NA,1,5,NA,NA,NA,NA,"",NA,NA,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14063","NK",2012,"HE","H",28,"OTC",242,5,2.5,NA,12,"11",NA,7,0,NA,NA,NA,NA,NA,"",NA,NA,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14064","NK",2012,"HE","H",28,"OTC",248,6,2.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,227,227,242,5,"NK.HE.28.H","NK.HE.28"
"14065","NK",2012,"HE","H",28,"OTC",183,1,3.3,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14066","NK",2012,"HE","H",28,"OTC",198,2,3.3,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14067","NK",2012,"HE","H",28,"OTC",217,3,3.3,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14068","NK",2012,"HE","H",28,"OTC",227,4,3.3,NA,11,"8",NA,NA,3,3,NA,NA,NA,NA,"",NA,NA,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14069","NK",2012,"HE","H",28,"OTC",242,5,3.3,NA,12,"5",NA,6,0,NA,NA,NA,NA,NA,"",NA,NA,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14070","NK",2012,"HE","H",28,"OTC",248,6,3.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,227,226,242,5,"NK.HE.28.H","NK.HE.28"
"14071","NK",2012,"HE","H",28,"OTC",198,1,5.5,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"new",173,173,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14072","NK",2012,"HE","H",28,"OTC",217,2,5.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14073","NK",2012,"HE","H",28,"OTC",183,1,5.1,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14074","NK",2012,"HE","H",28,"OTC",198,2,5.1,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.H","NK.HE.28"
"14075","NK",2012,"HE","M",28,"OTC",183,1,1.3,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5,"NK.HE.28.M","NK.HE.28"
"14076","NK",2012,"HE","M",28,"OTC",198,2,1.3,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5,"NK.HE.28.M","NK.HE.28"
"14077","NK",2012,"HE","H",29,"TR",198,1,1.1,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,177,242,240.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14078","NK",2012,"HE","H",29,"TR",227,2,1.1,NA,12,"2",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,240.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14079","NK",2012,"HE","H",29,"TR",242,3,1.1,NA,11,"2",NA,3,1,NA,NA,NA,NA,NA,"",NA,NA,242,240.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14080","NK",2012,"HE","H",29,"TR",255,4,1.1,NA,11,"",NA,4,0,NA,NA,NA,NA,NA,"",NA,NA,242,240.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14081","NK",2012,"HE","H",29,"TR",261,5,1.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,242,240.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14082","NK",2012,"HE","H",29,"TR",183,1,1.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14083","NK",2012,"HE","H",29,"TR",198,2,1.4,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14084","NK",2012,"HE","H",29,"TR",217,3,1.4,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14085","NK",2012,"HE","H",29,"TR",227,4,1.4,NA,9,"1",NA,NA,0,3,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14086","NK",2012,"HE","H",29,"TR",242,5,1.4,NA,10,"1",NA,3,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14087","NK",2012,"HE","H",29,"TR",248,6,1.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14088","NK",2012,"HE","H",29,"TR",183,1,3.2,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14089","NK",2012,"HE","H",29,"TR",198,2,3.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14090","NK",2012,"HE","H",29,"TR",183,1,3.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14091","NK",2012,"HE","H",29,"TR",198,2,3.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14092","NK",2012,"HE","H",29,"TR",227,3,3.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14093","NK",2012,"HE","H",29,"TR",183,1,4.1,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14094","NK",2012,"HE","H",29,"TR",198,2,4.1,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14095","NK",2012,"HE","H",29,"TR",227,3,4.1,1,0,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14096","NK",2012,"HE","H",29,"TR",183,1,4.2,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14097","NK",2012,"HE","H",29,"TR",198,2,4.2,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14098","NK",2012,"HE","H",29,"TR",183,1,4.3,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14099","NK",2012,"HE","H",29,"TR",198,2,4.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14100","NK",2012,"HE","H",29,"TR",183,1,4.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14101","NK",2012,"HE","H",29,"TR",198,2,4.5,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14102","NK",2012,"HE","H",29,"TR",217,3,4.5,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14103","NK",2012,"HE","H",29,"TR",227,4,4.5,NA,11,"2",NA,NA,0,4,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14104","NK",2012,"HE","H",29,"TR",242,5,4.5,NA,10,"5",NA,5,0,NA,NA,NA,NA,NA,"",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14105","NK",2012,"HE","H",29,"TR",248,6,4.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,234.5,242,5.29,"NK.HE.29.H","NK.HE.29"
"14106","NK",2012,"HE","H",29,"TR",183,1,5.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,178,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14107","NK",2012,"HE","H",29,"TR",198,2,5.4,1,1,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14108","NK",2012,"HE","H",29,"TR",217,3,5.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14109","NK",2012,"HE","H",29,"TR",227,4,5.4,1,0,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.H","NK.HE.29"
"14110","NK",2012,"HE","L",29,"TR",198,1,1.1,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"new",178,182,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14111","NK",2012,"HE","L",29,"TR",227,2,1.1,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14112","NK",2012,"HE","L",29,"TR",183,1,1.3,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14113","NK",2012,"HE","L",29,"TR",198,2,1.3,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14114","NK",2012,"HE","L",29,"TR",217,3,1.3,1,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14115","NK",2012,"HE","L",29,"TR",227,4,1.3,1,3,"4",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14116","NK",2012,"HE","L",29,"TR",242,5,1.3,1,3,">6",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14117","NK",2012,"HE","L",29,"TR",183,1,1.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14118","NK",2012,"HE","L",29,"TR",198,2,1.4,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14119","NK",2012,"HE","L",29,"TR",217,3,1.4,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14120","NK",2012,"HE","L",29,"TR",227,4,1.4,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14121","NK",2012,"HE","L",29,"TR",227,5,1.4,NA,11,"4",NA,NA,0,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14122","NK",2012,"HE","L",29,"TR",242,6,1.4,1,4,"3",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14123","NK",2012,"HE","L",29,"TR",183,1,1.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14124","NK",2012,"HE","L",29,"TR",198,2,1.5,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14125","NK",2012,"HE","L",29,"TR",217,3,1.5,NA,7,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14126","NK",2012,"HE","L",29,"TR",227,4,1.5,NA,12,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14127","NK",2012,"HE","L",29,"TR",242,5,1.5,NA,12,"",NA,NA,2,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14128","NK",2012,"HE","L",29,"TR",255,6,1.5,NA,11,"",NA,2,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14129","NK",2012,"HE","L",29,"TR",261,7,1.5,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14130","NK",2012,"HE","L",29,"TR",183,1,2.2,NA,0,"",NA,NA,0,NA,NA,NA,NA,NA,"new",183,183,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14131","NK",2012,"HE","L",29,"TR",198,2,2.2,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14132","NK",2012,"HE","L",29,"TR",183,1,2.3,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14133","NK",2012,"HE","L",29,"TR",198,2,2.3,NA,2,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14134","NK",2012,"HE","L",29,"TR",183,1,2.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14135","NK",2012,"HE","L",29,"TR",198,2,2.4,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14136","NK",2012,"HE","L",29,"TR",217,3,2.4,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14137","NK",2012,"HE","L",29,"TR",227,4,2.4,NA,9,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14138","NK",2012,"HE","L",29,"TR",242,5,2.4,NA,10,"",NA,NA,0,2,NA,NA,NA,NA,"",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14139","NK",2012,"HE","L",29,"TR",255,6,2.4,NA,10,"",NA,1,1,NA,NA,NA,NA,NA,"",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14140","NK",2012,"HE","L",29,"TR",271,7,2.4,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,255,254.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14141","NK",2012,"HE","L",29,"TR",183,1,2.5,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14142","NK",2012,"HE","L",29,"TR",198,2,2.5,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14143","NK",2012,"HE","L",29,"TR",217,3,2.5,NA,6,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14144","NK",2012,"HE","L",29,"TR",227,4,2.5,NA,10,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14145","NK",2012,"HE","L",29,"TR",242,5,2.5,NA,10,"",NA,NA,2,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14146","NK",2012,"HE","L",29,"TR",255,6,2.5,NA,10,"",NA,2,0,NA,NA,NA,NA,NA,"",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14147","NK",2012,"HE","L",29,"TR",271,7,2.5,NA,11,"",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,242,241.5,255,5.29,"NK.HE.29.L","NK.HE.29"
"14148","NK",2012,"HE","L",29,"TR",183,1,3.1,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14149","NK",2012,"HE","L",29,"TR",198,2,3.1,NA,3,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14150","NK",2012,"HE","L",29,"TR",217,3,3.1,NA,5,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14151","NK",2012,"HE","L",29,"TR",227,4,3.1,1,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14152","NK",2012,"HE","L",29,"TR",242,5,3.1,1,5,"3",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14153","NK",2012,"HE","L",29,"TR",255,6,3.1,1,5,"8",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14154","NK",2012,"HE","L",29,"TR",271,7,3.1,1,5,"12",NA,NA,0,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,5.29,"NK.HE.29.L","NK.HE.29"
"14155","NK",2012,"HE","L",29,"TR",183,1,3.4,NA,1,"",NA,NA,0,NA,NA,NA,NA,NA,"new",176,178,NA,NA,242,5.29,"NK.HE.29.L","NK.HE.29"
"14156","NK",2012,"HE","L",29,"TR",198,2,3.4,NA,4,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,242,5.29,"NK.HE.29.L","NK.HE.29"
"14157","NK",2012,"HE","L",29,"TR",217,3,3.4,NA,8,"",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,242,5.29,"NK.HE.29.L","NK.HE.29"
"14158","NK",2012,"HE","L",29,"TR",227,4,3.4,NA,12,"2",NA,NA,0,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,242,5.29,"NK.HE.29.L","NK.HE.29"
